Position	Oral	Written	Race	Combine	Class
d	c	d	d	c	d
					class
Captain	88.75	89	W	84.2	1
Captain	74.17	89	W	84.1	1
Captain	76.67	84	W	81.932	1
Captain	85.0	73	W	76.02	1
Captain	71.43	80	W	76.02	1
Captain	79.05	82	W	79.676	1
Captain	71.43	77	W	75.868	1
Captain	70.83	86	H	78.4	1
Captain	70.95	76	W	75.724	1
Captain	80.83	70	W	74.952	1
Captain	85.0	68	W	73.332	1
Captain	74.17	72	W	72.732	1
Captain	84.29	74	W	76.02	1
Captain	70.95	74	W	71.2	1
Captain	71.67	72	W	70.38	1
Captain	82.38	71	W	75.724	1
Captain	70.48	72	W	70.068	1
Captain	67.62	73	W	69.952	1
Captain	68.57	74	W	71.828	1
Captain	76.67	62	W	69.1	1
Captain	55.83	76	W	69.1	1
Captain	70.95	71	B	70.38	1
Captain	58.75	73	W	67.152	0
Captain	73.75	62	W	67.152	0
Captain	68.57	67	W	65.8	0
Lieutenant	68.57	67	W	65.8	0
Captain	57.92	73	W	65.8	0
Captain	64.58	76	H	70.38	0
Captain	56.25	73	W	62.868	0
Captain	52.38	80	W	67.856	0
Captain	69.17	65	W	65.856	0
Captain	55.0	67	W	60.8	0
Captain	62.5	65	W	62.428	0
Captain	48.57	68	W	59.456	0
Captain	67.62	61	B	60.9	0
Captain	60.48	60	W	59.456	0
Captain	70.48	56	B	60.032	0
Captain	46.25	67	H	57.344	0
Captain	52.92	57	W	54.732	0
Captain	60.0	58	B	57.132	0
Captain	54.76	56	W	56.324	0
Lieutenant	88.75	87	W	84.1	1
Lieutenant	82.38	84	W	82.5	1
Lieutenant	71.67	87	W	82.5	1
Lieutenant	82.38	80	W	78.4	1
Lieutenant	74.17	84	W	78.4	1
Lieutenant	70.48	87	W	76.6	1
Lieutenant	76.19	80	W	76.6	1
Lieutenant	70.48	84	W	76.6	1
Lieutenant	60.83	89	W	76.448	1
Lieutenant	64.58	87	W	76.1	1
Lieutenant	65.83	81	W	75.868	1
Lieutenant	70.48	76	W	75.068	1
Lieutenant	57.5	84	W	73.6	1
Lieutenant	73.75	76	B	78.124	1
Lieutenant	60.83	86	B	76.9	1
Lieutenant	80.42	73	B	76.02	1
Lieutenant	70.95	74	W	71.2	1
Lieutenant	60.83	79	W	70.868	1
Lieutenant	82.38	65	W	70.3	1
Lieutenant	65.83	81	B	74.332	1
Lieutenant	73.33	68	W	69.952	1
Lieutenant	70.83	74	B	72.732	1
Lieutenant	63.33	73	W	69.828	1
Lieutenant	89.52	64	B	72.232	1
Lieutenant	69.58	70	W	69.22	1
Lieutenant	70.48	69	W	69.192	1
Lieutenant	57.5	82	W	72.232	1
Lieutenant	70.0	72	H	71.932	1
Lieutenant	62.38	72	W	68.2	1
Lieutenant	57.14	75	W	68.2	1
Lieutenant	56.25	82	W	71.352	1
Lieutenant	71.67	65	W	67.856	1
Lieutenant	70.48	67	W	67.332	1
Lieutenant	69.17	68	W	67.232	1
Lieutenant	62.38	71	W	67.068	0
Lieutenant	76.19	68	H	69.828	0
Lieutenant	70.48	65	W	65.168	0
Lieutenant	57.5	73	W	65.168	0
Lieutenant	51.25	76	W	65.0	0
Lieutenant	66.67	72	W	68.2	0
Lieutenant	51.25	75	W	63.668	0
Lieutenant	70.83	68	B	68.068	0
Lieutenant	62.38	68	W	62.768	0
Lieutenant	73.81	59	W	62.428	0
Lieutenant	58.57	73	W	66.3	0
Lieutenant	54.76	71	W	61.068	0
Lieutenant	66.25	68	B	65.856	0
Lieutenant	51.25	73	W	60.9	0
Lieutenant	60.83	70	H	65.0	0
Lieutenant	69.17	65	W	65.5	0
Lieutenant	54.58	71	H	63.268	0
Lieutenant	69.17	57	W	60.1	0
Lieutenant	53.75	71	W	62.768	0
Lieutenant	55.24	65	W	60.032	0
Lieutenant	56.67	67	B	62.868	0
Lieutenant	56.25	67	B	62.768	0
Lieutenant	45.42	73	H	60.8	0
Lieutenant	53.81	67	H	60.7	0
Lieutenant	55.0	67	W	60.828	0
Lieutenant	49.58	69	W	60.828	0
Lieutenant	48.57	66	W	58.192	0
Lieutenant	58.33	59	W	57.968	0
Lieutenant	52.08	68	H	59.3	0
Lieutenant	60.83	62	B	60.1	0
Lieutenant	56.67	57	W	57.132	0
Lieutenant	51.25	62	W	57.132	0
Lieutenant	44.58	65	W	56.632	0
Lieutenant	48.57	66	H	57.268	0
Lieutenant	44.58	65	W	56.324	0
Lieutenant	55.83	62	W	57.7	0
Lieutenant	53.75	57	W	55.8	0
Lieutenant	58.75	60	W	57.432	0
Lieutenant	42.86	62	W	54.732	0
Lieutenant	51.67	61	B	56.5	0
Lieutenant	52.38	57	H	54.132	0
Lieutenant	52.38	56	B	54.132	0
Lieutenant	45.42	53	B	51.304	0
