Label,Rules,Quality,Score
0,IF priors_count<=2.0 AND age>=53.0 AND priors_count<=1.0 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft THEN score_text=Low ,0.979591836735,0.7915451895043732
0,IF priors_count<=1 AND age>=53 AND priors_count<=1 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft THEN score_text==Low,0.9896907216494846,0.7915451895043732
0,IF priors_count<=1 AND age>=53 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 THEN score_text==Low,0.9896907216494846,0.7312925170068028
0,IF priors_count<=1 AND age>=53 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND age_norace>=47 THEN score_text==Low,0.9896907216494846,0.7312925170068028
0,IF priors_count<=1 AND age>=53 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND age_norace>=53 THEN score_text==Low,0.9888888888888889,0.7312925170068028
0,IF priors_count<=1 AND priors_count<=1 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND age_norace>=53 THEN score_text==Low,0.9791666666666666,0.41982507288629745
0,IF priors_count<=1 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND age_norace>=53 AND age_norace>=47 THEN score_text==Low,0.9791666666666666,0.35957240038872695
0,IF priors_count<=1 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=53 THEN score_text==Low,0.9789473684210527,0.35957240038872695
0,IF age>=53 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=53 THEN score_text==Low,0.952,0.6710398445092323
0,IF race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=53 AND age_norace>=47 THEN score_text==Low,0.946969696969697,0.29931972789115646
0,IF race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=53 AND priors_count_norace<=1 THEN score_text==Low,0.946969696969697,0.29931972789115646
0,IF priors_count<=1 AND priors_count<=1 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND age_norace>=47 THEN score_text==Low,0.9425287356321839,0.41982507288629745
0,IF priors_count<=1 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=47 THEN score_text==Low,0.9421965317919075,0.35957240038872695
0,IF age>=53 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=47 THEN score_text==Low,0.9047619047619048,0.6710398445092323
0,IF age>=53 AND race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND priors_count_norace<=1 THEN score_text==Low,0.9047619047619048,0.6710398445092323
0,IF race!=Caucasian AND c_charge_desc!=Felony Petit Theft AND priors_count_norace<=1 AND age_norace>=47 AND priors_count_norace<=1 THEN score_text==Low,0.8783269961977186,0.29931972789115646
1,IF race==Caucasian AND age>=50.0 AND c_charge_degree!=F AND age>=56.0 THEN score_text=Low ,0.972602739726,0.9902818270165208
1,IF race==Caucasian AND age>=56 AND c_charge_degree!=F AND age>=56 THEN score_text==Low,0.9861111111111112,0.9902818270165208
1,IF race==Caucasian AND age>=56 AND c_charge_degree!=F AND race_norace==African-American THEN score_text==Low,0.9861111111111112,0.618561710398445
1,IF race==Caucasian AND age>=56 AND c_charge_degree!=F AND age_norace>=47 THEN score_text==Low,0.9861111111111112,0.618561710398445
1,IF race==Caucasian AND c_charge_degree!=F AND race_norace==African-American AND age_norace>=47 THEN score_text==Low,0.9496402877697842,0.24684159378036918
1,IF race==Caucasian AND c_charge_degree!=F AND age_norace>=47 AND age_norace>=47 THEN score_text==Low,0.9496402877697842,0.24684159378036918
1,IF age>=56 AND c_charge_degree!=F AND age>=56 AND race_norace==African-American THEN score_text==Low,0.9140625,0.7512147716229348
1,IF age>=56 AND c_charge_degree!=F AND race_norace==African-American AND age_norace>=47 THEN score_text==Low,0.9140625,0.379494655004859
1,IF c_charge_degree!=F AND race_norace==African-American AND age_norace>=47 AND age_norace>=47 THEN score_text==Low,0.875886524822695,0.007774538386783214
2,IF priors_count<=2.0 AND race==Other AND age>=27.0 AND c_charge_desc!=Possession of Cocaine AND c_charge_desc!=Grand Theft in the 3rd Degree THEN score_text=Low ,0.978021978022,0.7915451895043732
2,IF priors_count<=2 AND race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND c_charge_desc!=Grand Theft in the 3rd Degree THEN score_text==Low,0.9821428571428571,0.7915451895043732
2,IF priors_count<=2 AND race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND priors_count_norace<=1 THEN score_text==Low,0.9821428571428571,0.7312925170068028
2,IF priors_count<=2 AND race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND race_norace==African-American THEN score_text==Low,0.9821428571428571,0.7312925170068028
2,IF priors_count<=2 AND race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND age_norace>=26 THEN score_text==Low,0.9821428571428571,0.7312925170068028
2,IF race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND c_charge_desc!=Grand Theft in the 3rd Degree AND priors_count_norace<=1 THEN score_text==Low,0.9821428571428571,0.7312925170068028
2,IF race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND priors_count_norace<=1 AND race_norace==African-American THEN score_text==Low,0.9821428571428571,0.6710398445092323
2,IF race==Other AND age>=27 AND c_charge_desc!=Grand Theft in the 3rd Degree AND priors_count_norace<=1 AND age_norace>=26 THEN score_text==Low,0.9821428571428571,0.6710398445092323
