Label,Rules,Quality,Score
0,IF Education==Masters AND Years==3-6 AND Race==B THEN Bonus=yes ,0.883116883117,0.2924000000000002
0,IF Education==Masters AND Years==3-6 AND Race==B THEN Bonus==yes,0.8831168831168831,0.2924000000000002
0,IF Education==Masters AND Years==3-6 AND Race_noGender==B THEN Bonus==yes,0.8621700879765396,0.15600000000000014
0,IF Education==Masters AND Race==B AND Years_noGender==<3 THEN Bonus==yes,0.8354430379746836,0.28900000000000015
0,IF Education==Masters AND Race==B AND Years_noGender==>6 THEN Bonus==yes,0.8333333333333334,0.28900000000000015
0,IF Education==Masters AND Years_noGender==3-6 AND Race_noGender==W THEN Bonus==yes,0.828080229226361,0.15260000000000007
0,IF Education==Masters AND Years_noGender==3-6 AND Race_noGender==B THEN Bonus==yes,0.8235294117647058,0.15260000000000007
0,IF Education==Masters AND Years==3-6 AND Race_noGender==W THEN Bonus==yes,0.8132183908045977,0.15600000000000014
0,IF Education==Masters AND Years_noGender==<3 AND Race_noGender==W THEN Bonus==yes,0.8095238095238095,0.15260000000000007
0,IF Education==Masters AND Years_noGender==<3 AND Race_noGender==B THEN Bonus==yes,0.8025078369905956,0.15260000000000007
0,IF Education==Masters AND Race==B AND Years_noGender==3-6 THEN Bonus==yes,0.7931034482758621,0.28900000000000015
0,IF Education==Masters AND Years_noGender==>6 AND Race_noGender==B THEN Bonus==yes,0.7929936305732485,0.15260000000000007
0,IF Education==Masters AND Years_noGender==>6 AND Race_noGender==W THEN Bonus==yes,0.7850746268656716,0.15260000000000007
0,IF Education_noGender==Highschool AND Years_noGender==<3 AND Race_noGender==W THEN Bonus==yes,0.6078431372549019,0.0
0,IF Education_noGender==Bachelors AND Years_noGender==<3 AND Race_noGender==W THEN Bonus==yes,0.6,0.0
0,IF Years==3-6 AND Education_noGender==Bachelors AND Race_noGender==W THEN Bonus==yes,0.591715976331361,0.0034000000000000696
0,IF Years==3-6 AND Education_noGender==Highschool AND Race_noGender==B THEN Bonus==yes,0.5907590759075908,0.0034000000000000696
